date,sector,close,volume
2023-01-02,NIFTY IT,100.34451403811116,7529335
2023-01-03,NIFTY IT,99.58034440622696,4619490
2023-01-04,NIFTY IT,102.49412048122093,7627022
2023-01-05,NIFTY IT,101.2548678312867,7442553
2023-01-06,NIFTY IT,100.45245301893581,5219936
2023-01-09,NIFTY IT,101.54829554491316,12167568
2023-01-10,NIFTY IT,102.37329686215502,12660780
2023-01-11,NIFTY IT,102.45169361801732,9390614
2023-01-12,NIFTY IT,102.53694342246196,10262201
2023-01-13,NIFTY IT,99.30318729895595,11880777
2023-01-16,NIFTY IT,100.92732118251722,14826145
2023-01-17,NIFTY IT,102.24607229581844,3158852
2023-01-18,NIFTY IT,101.92103759659798,14337366
2023-01-19,NIFTY IT,103.40577671148255,6880831
2023-01-20,NIFTY IT,101.89286944208258,14056150
2023-01-23,NIFTY IT,101.56317349703075,8955833
2023-01-24,NIFTY IT,102.92937191276297,4651990
2023-01-25,NIFTY IT,102.83194174391687,14827481
2023-01-26,NIFTY IT,103.55476357373907,11753242
2023-01-27,NIFTY IT,103.40800915368162,12407993
2023-01-30,NIFTY IT,101.57261936413076,2393567
2023-01-31,NIFTY IT,98.32208418668147,14393603
2023-02-01,NIFTY IT,97.4468785931142,6249126
2023-02-02,NIFTY IT,95.83494707663039,10519615
2023-02-03,NIFTY IT,92.89021569373783,6433594
2023-02-06,NIFTY IT,92.6280250526446,9147722
2023-02-07,NIFTY IT,91.66504719172903,12563013
2023-02-08,NIFTY IT,88.8586393842123,11188037
2023-02-09,NIFTY IT,90.20650706621826,2968304
2023-02-10,NIFTY IT,89.488346946428,10790716
2023-02-13,NIFTY IT,89.02399239162155,4188589
2023-02-14,NIFTY IT,90.12535564059819,4023008
2023-02-15,NIFTY IT,90.76864934311344,4909506
2023-02-16,NIFTY IT,90.00431453394665,9251367
2023-02-17,NIFTY IT,89.18679405281294,8353752
2023-02-20,NIFTY IT,88.06330768971917,7673839
2023-02-21,NIFTY IT,89.64106987848763,4746788
2023-02-22,NIFTY IT,90.21040607881842,3983015
2023-02-23,NIFTY IT,89.33109576134073,4810659
2023-02-24,NIFTY IT,88.7531043451266,8932122
2023-02-27,NIFTY IT,90.26429202322083,13124829
2023-02-28,NIFTY IT,89.16718925477122,14389043
2023-03-01,NIFTY IT,89.70561343210242,14799264
2023-03-02,NIFTY IT,87.46552267942872,4779766
2023-03-03,NIFTY IT,89.12377306572311,6525911
2023-03-06,NIFTY IT,90.32736659640737,9473753
2023-03-07,NIFTY IT,89.993156330221,11730838
2023-03-08,NIFTY IT,90.03072465867227,11134823
2023-03-09,NIFTY IT,91.16219883339556,6782644
2023-03-10,NIFTY IT,88.60605756256302,8271259
2023-03-13,NIFTY IT,90.00542516487916,13886836
2023-03-14,NIFTY IT,89.40204010641764,11144534
2023-03-15,NIFTY IT,88.66581622371042,3527968
2023-03-16,NIFTY IT,88.36062350135705,10597519
2023-03-17,NIFTY IT,88.81771860264918,6010941
2023-03-20,NIFTY IT,88.43054374034722,10785496
2023-03-21,NIFTY IT,89.64857038767524,12035340
2023-03-22,NIFTY IT,90.44212508380312,5668861
2023-03-23,NIFTY IT,88.24050323275733,3414869
2023-03-24,NIFTY IT,89.22759416988526,12505564
2023-03-27,NIFTY IT,88.98917999845895,7580493
2023-03-28,NIFTY IT,90.81771444652685,6317907
2023-03-29,NIFTY IT,89.64787685308566,4496266
2023-03-30,NIFTY IT,87.04451418994066,13566981
2023-03-31,NIFTY IT,86.9167971766871,9516668
2023-04-03,NIFTY IT,88.38181242045498,2144718
2023-04-04,NIFTY IT,89.36157315410445,11451514
2023-04-05,NIFTY IT,89.16262863332378,11264947
2023-04-06,NIFTY IT,90.47688374853296,5960015
2023-04-07,NIFTY IT,90.63971448987547,12935829
2023-04-10,NIFTY IT,92.02047750600178,2858108
2023-04-11,NIFTY IT,92.05526730693305,14719271
2023-04-12,NIFTY IT,92.0637339513579,12227381
2023-04-13,NIFTY IT,92.83969054003454,6682518
2023-04-14,NIFTY IT,93.26579338619055,14817582
2023-04-17,NIFTY IT,93.63454066536353,13065253
2023-04-18,NIFTY IT,92.59359937632826,5248964
2023-04-19,NIFTY IT,94.360551419404,11525538
2023-04-20,NIFTY IT,95.48280430162134,2440320
2023-04-21,NIFTY IT,95.99638512963543,11743875
2023-04-24,NIFTY IT,95.77170996688659,11453914
2023-04-25,NIFTY IT,99.65098525574602,14099213
2023-04-26,NIFTY IT,98.93695043729286,10974425
2023-04-27,NIFTY IT,100.63284122248177,10021841
2023-04-28,NIFTY IT,104.03619979547989,4751905
2023-05-01,NIFTY IT,102.76035789697761,9684783
2023-05-02,NIFTY IT,102.87112019672205,14481054
2023-05-03,NIFTY IT,102.96830788580095,12937378
2023-05-04,NIFTY IT,105.18113093920107,3094454
2023-05-05,NIFTY IT,107.00291067445626,11776985
2023-05-08,NIFTY IT,109.3916019966587,4765860
2023-05-09,NIFTY IT,107.9294318825274,2739656
2023-05-10,NIFTY IT,106.08134270782108,9339381
2023-05-11,NIFTY IT,108.11507850531758,14912925
2023-05-12,NIFTY IT,109.37297167192932,7880576
2023-05-15,NIFTY IT,107.81714336144374,14279303
2023-05-16,NIFTY IT,107.04630356345812,7222978
2023-05-17,NIFTY IT,105.40195474781055,3976273
2023-05-18,NIFTY IT,104.32193063260775,4798756
2023-05-19,NIFTY IT,104.24596721166401,14019488
2023-05-22,NIFTY IT,102.64328652127321,8906759
2023-05-23,NIFTY IT,104.27991727387833,7760521
2023-05-24,NIFTY IT,102.98201409068612,14412332
2023-05-25,NIFTY IT,103.2834240058365,5801321
2023-05-26,NIFTY IT,103.80476206604772,6176982
2023-05-29,NIFTY IT,104.40492906967998,14577381
2023-05-30,NIFTY IT,105.11233999653129,5132270
2023-05-31,NIFTY IT,106.56770334302597,11323666
2023-06-01,NIFTY IT,106.58057640645005,13451648
2023-06-02,NIFTY IT,105.29958516597331,10234299
2023-06-05,NIFTY IT,107.93500345641067,10975292
2023-06-06,NIFTY IT,107.74881714720597,7584973
2023-06-07,NIFTY IT,110.43494754199206,11643741
2023-06-08,NIFTY IT,110.47984892485488,13637488
2023-06-09,NIFTY IT,110.43150321278215,2772294
2023-06-12,NIFTY IT,108.85657865187144,10502351
2023-06-13,NIFTY IT,112.79033584282827,7596757
2023-06-14,NIFTY IT,114.58150555624147,8188359
2023-06-15,NIFTY IT,114.19579298032734,8197131
2023-06-16,NIFTY IT,114.00967384013745,9763852
2023-06-19,NIFTY IT,115.45997782737044,4930338
2023-06-20,NIFTY IT,115.31040664631738,3028762
2023-06-21,NIFTY IT,115.68223072296486,8753572
2023-06-22,NIFTY IT,116.68288728127834,6788342
2023-06-23,NIFTY IT,115.07971331450707,2498464
2023-06-26,NIFTY IT,116.28321353723304,12024420
2023-06-27,NIFTY IT,114.85803134301096,5496714
2023-06-28,NIFTY IT,116.16611628271944,2661079
2023-06-29,NIFTY IT,114.37235469834583,5078768
2023-06-30,NIFTY IT,113.60529434399523,10558419
2023-07-03,NIFTY IT,111.57235782532642,4580779
2023-07-04,NIFTY IT,111.98734522296681,4384683
2023-07-05,NIFTY IT,113.56995029161192,10355122
2023-07-06,NIFTY IT,113.46789998474111,10814175
2023-07-07,NIFTY IT,115.89704858297367,5528413
2023-07-10,NIFTY IT,115.351100377451,14603932
2023-07-11,NIFTY IT,114.14258926172025,11087357
2023-07-12,NIFTY IT,114.51630926065776,7448458
2023-07-13,NIFTY IT,115.27621021126073,12478474
2023-07-14,NIFTY IT,116.83435351584961,13376610
2023-07-17,NIFTY IT,118.98659018324038,8913745
2023-07-18,NIFTY IT,116.65156239031947,13953470
2023-07-19,NIFTY IT,119.4540887916504,4443546
2023-07-20,NIFTY IT,120.44949404446992,3984409
2023-07-21,NIFTY IT,121.09944442143572,5571887
2023-07-24,NIFTY IT,121.60347946085967,4122139
2023-07-25,NIFTY IT,125.24693670000384,10334050
2023-07-26,NIFTY IT,125.11075508121982,2877496
2023-07-27,NIFTY IT,122.54726937513433,9242624
2023-07-28,NIFTY IT,122.77229831318948,13407488
2023-07-31,NIFTY IT,121.30222586079444,3813113
2023-08-01,NIFTY IT,123.18132910098343,4816494
2023-08-02,NIFTY IT,123.76094043265633,10931623
2023-08-03,NIFTY IT,123.64067048791523,8830802
2023-08-04,NIFTY IT,123.47551645739298,9450905
2023-08-07,NIFTY IT,124.29702959276182,5543196
2023-08-08,NIFTY IT,127.0315528517747,7852876
2023-08-09,NIFTY IT,127.7419808195777,14433732
2023-08-10,NIFTY IT,131.48240197202583,5776704
2023-08-11,NIFTY IT,128.4384981507739,2458154
2023-08-14,NIFTY IT,129.50788387644,6014002
2023-08-15,NIFTY IT,128.98279126311542,12994395
2023-08-16,NIFTY IT,129.785653724789,12345495
2023-08-17,NIFTY IT,129.59033900845355,8157155
2023-08-18,NIFTY IT,126.88415975357852,3171020
2023-08-21,NIFTY IT,125.65919946828028,12007758
2023-08-22,NIFTY IT,124.26305642480735,5012710
2023-08-23,NIFTY IT,125.05249049672042,8727189
2023-08-24,NIFTY IT,122.397948406051,3357979
2023-08-25,NIFTY IT,119.84050639213126,5504117
2023-08-28,NIFTY IT,118.34564607608753,3988128
2023-08-29,NIFTY IT,118.8141344780968,12457033
2023-08-30,NIFTY IT,118.94185877272767,8043275
2023-08-31,NIFTY IT,118.32259468591155,5057133
2023-09-01,NIFTY IT,119.86244645763566,4571831
2023-09-04,NIFTY IT,121.34265130050743,2957607
2023-09-05,NIFTY IT,121.97520807625553,2802844
2023-09-06,NIFTY IT,120.680458075463,5706089
2023-09-07,NIFTY IT,120.38393471269708,5765434
2023-09-08,NIFTY IT,120.64542543866932,6783465
2023-09-11,NIFTY IT,118.91182344539935,6624550
2023-09-12,NIFTY IT,120.77518811279404,2784641
2023-09-13,NIFTY IT,119.63691275818731,14103000
2023-09-14,NIFTY IT,120.02979053176878,7058372
2023-09-15,NIFTY IT,121.21947583578343,11047940
2023-09-18,NIFTY IT,121.58184121729805,2115130
2023-09-19,NIFTY IT,122.63050101211024,6384797
2023-09-20,NIFTY IT,123.76397610491068,14428256
2023-09-21,NIFTY IT,125.16645854830506,14082674
2023-09-22,NIFTY IT,122.9645220541691,6004953
2023-09-25,NIFTY IT,121.44366716610135,3451548
2023-09-26,NIFTY IT,122.00772164257667,8064247
2023-09-27,NIFTY IT,122.47407390725043,5717655
2023-09-28,NIFTY IT,122.68632604997339,12391101
2023-09-29,NIFTY IT,122.10838030294771,4105517
2023-10-02,NIFTY IT,124.16741627702967,13107656
2023-10-03,NIFTY IT,124.38661785304066,10202620
2023-10-04,NIFTY IT,127.67109368721752,2722905
2023-10-05,NIFTY IT,125.87745889045023,10078217
2023-10-06,NIFTY IT,127.78100491181465,6784485
2023-10-09,NIFTY IT,129.23955137978223,3403767
2023-10-10,NIFTY IT,127.5387900289646,13564933
2023-10-11,NIFTY IT,129.8941132421117,6193607
2023-10-12,NIFTY IT,131.83945559897302,12122146
2023-10-13,NIFTY IT,131.40551026599695,13359893
2023-10-16,NIFTY IT,133.65325493971483,13908486
2023-10-17,NIFTY IT,134.4953378420147,11919492
2023-10-18,NIFTY IT,135.6803650321286,2452474
2023-10-19,NIFTY IT,133.95483728694907,8268340
2023-10-20,NIFTY IT,133.9045608823286,3394732
2023-10-23,NIFTY IT,133.37316619027663,3228492
2023-10-24,NIFTY IT,131.02713780461517,13315253
2023-10-25,NIFTY IT,129.31953148825318,6364668
2023-10-26,NIFTY IT,131.92246524075628,12530002
2023-10-27,NIFTY IT,130.60049892858902,14691372
2023-10-30,NIFTY IT,131.46895453669464,6443918
2023-10-31,NIFTY IT,135.13120587849994,11988984
2023-11-01,NIFTY IT,136.19093225152648,2223928
2023-11-02,NIFTY IT,136.47366331811935,10054515
2023-11-03,NIFTY IT,135.3958763342114,6274488
2023-11-06,NIFTY IT,135.27975151406892,3135051
2023-11-07,NIFTY IT,134.64822798407175,9865307
2023-11-08,NIFTY IT,135.6090517726802,14763186
2023-11-09,NIFTY IT,133.32431882886334,4594025
2023-11-10,NIFTY IT,131.65952846383973,8320410
2023-11-13,NIFTY IT,128.0103337910645,5495377
2023-11-14,NIFTY IT,125.95994584982549,6183284
2023-11-15,NIFTY IT,125.49243108536032,8793921
2023-11-16,NIFTY IT,124.55709662350658,13790842
2023-11-17,NIFTY IT,124.20751560886232,2781407
2023-11-20,NIFTY IT,122.47482650409263,9557339
2023-11-21,NIFTY IT,120.75396715693498,10367190
2023-11-22,NIFTY IT,120.01456616330417,4942882
2023-11-23,NIFTY IT,120.80859827319632,13241901
2023-11-24,NIFTY IT,119.84911867834983,2132200
2023-11-27,NIFTY IT,118.45978500479457,12317903
2023-11-28,NIFTY IT,118.49219450726267,11259073
2023-11-29,NIFTY IT,117.51847334253698,12468146
2023-11-30,NIFTY IT,116.06890979802667,12514140
2023-12-01,NIFTY IT,116.64955521110538,6815561
2023-12-04,NIFTY IT,117.41443756016491,2252053
2023-12-05,NIFTY IT,116.55225874334167,14326407
2023-12-06,NIFTY IT,118.06318873040142,7319876
2023-12-07,NIFTY IT,117.60044637390817,14890479
2023-12-08,NIFTY IT,117.6389808369851,9622116
2023-12-11,NIFTY IT,116.1140536357092,6339196
2023-12-12,NIFTY IT,116.73890619940947,14713247
2023-12-13,NIFTY IT,119.25344157024142,7631756
2023-12-14,NIFTY IT,119.66218620599804,8468741
2023-12-15,NIFTY IT,120.27194249862916,8574120
2023-12-18,NIFTY IT,121.86644346499267,11995363
2023-12-19,NIFTY IT,122.7855362367515,10277830
2023-12-20,NIFTY IT,121.4762606331017,11059318
2023-12-21,NIFTY IT,116.92132446828832,6823400
2023-12-22,NIFTY IT,120.75978011346977,8681963
2023-12-25,NIFTY IT,124.0874206046663,13404008
2023-12-26,NIFTY IT,124.96585145178602,9364290
2023-12-27,NIFTY IT,122.06869459306024,14632318
2023-12-28,NIFTY IT,121.1080859425365,7458779
2023-12-29,NIFTY IT,124.34455285303545,5949302
2024-01-01,NIFTY IT,121.1018741639126,5670340
2024-01-02,NIFTY IT,120.1882985316513,14727229
2024-01-03,NIFTY IT,123.04234437368049,9540965
2024-01-04,NIFTY IT,122.01807872671489,14605816
2024-01-05,NIFTY IT,123.65455345806919,13338362
2024-01-08,NIFTY IT,123.55802277976329,8194922
2024-01-09,NIFTY IT,125.63046254690688,11773698
2024-01-10,NIFTY IT,125.63501656227206,8950389
2024-01-11,NIFTY IT,124.25171849545475,5075488
2024-01-12,NIFTY IT,123.48149250678328,13322661
2024-01-15,NIFTY IT,126.16704947419235,10316525
